T13,Intentional homicides and other crimes,,,,,
670,Saint Vincent & Grenadines,2010,"Kidnapping at the national level, rate per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,"Theft at the national level, rate per 100,000 population","1,756.0",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,"Robbery at the national level, rate per 100,000 population",108.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,"Total Sexual Violence at the national level, rate per 100,000",155.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2012,"Assault rate per 100,000 population","1,025.5",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2012,"Kidnapping at the national level, rate per 100,000",3.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2012,"Theft at the national level, rate per 100,000 population","1,939.4",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2012,"Robbery at the national level, rate per 100,000 population",147.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2012,"Total Sexual Violence at the national level, rate per 100,000",161.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2013,"Robbery at the national level, rate per 100,000 population",137.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2013,"Total Sexual Violence at the national level, rate per 100,000",210.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2018,"Intentional homicide rates per 100,000",30.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2018,"Percentage of male and female intentional homicide victims, Male",48.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2018,"Percentage of male and female intentional homicide victims, Female",12.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2018,"Assault rate per 100,000 population",476.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2018,"Kidnapping at the national level, rate per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2018,"Robbery at the national level, rate per 100,000 population",122.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2018,"Total Sexual Violence at the national level, rate per 100,000",204.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,"Intentional homicide rates per 100,000",17.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,"Percentage of male and female intentional homicide victims, Male",33.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,"Assault rate per 100,000 population",944.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,"Kidnapping at the national level, rate per 100,000",12.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2019,"Total Sexual Violence at the national level, rate per 100,000",232.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
882,Samoa,2010,"Intentional homicide rates per 100,000",8.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
882,Samoa,2013,"Intentional homicide rates per 100,000",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
882,Samoa,2018,"Intentional homicide rates per 100,000",6.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
674,San Marino,2005,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
674,San Marino,2010,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
674,San Marino,2011,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2004,"Assault rate per 100,000 population",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2010,"Intentional homicide rates per 100,000",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2010,"Percentage of male and female intentional homicide victims, Male",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2010,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2010,"Assault rate per 100,000 population",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2010,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2010,"Theft at the national level, rate per 100,000 population",8.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2010,"Robbery at the national level, rate per 100,000 population",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2010,"Total Sexual Violence at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2011,"Intentional homicide rates per 100,000",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2011,"Percentage of male and female intentional homicide victims, Male",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2011,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2011,"Assault rate per 100,000 population",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2011,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2011,"Theft at the national level, rate per 100,000 population",10.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2011,"Robbery at the national level, rate per 100,000 population",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
678,Sao Tome and Principe,2011,"Total Sexual Violence at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2005,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2007,"Intentional homicide rates per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2015,"Assault rate per 100,000 population",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2015,"Total Sexual Violence at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2019,"Intentional homicide rates per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2019,"Assault rate per 100,000 population",55.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2019,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2019,"Robbery at the national level, rate per 100,000 population",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
682,Saudi Arabia,2019,"Total Sexual Violence at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
686,Senegal,2005,"Assault rate per 100,000 population",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
686,Senegal,2005,"Robbery at the national level, rate per 100,000 population",24.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
686,Senegal,2010,"Assault rate per 100,000 population",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
686,Senegal,2010,"Theft at the national level, rate per 100,000 population",19.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
686,Senegal,2010,"Robbery at the national level, rate per 100,000 population",19.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
686,Senegal,2015,"Intentional homicide rates per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
